date,anomaly_c,z
1899-12,-0.515000,
1900-01,-0.620000,
1900-02,-0.540000,
1900-03,-0.472000,
1900-04,-0.435000,
1900-05,-0.606000,
1900-06,-0.597869,
1900-07,-0.590000,
1900-08,-0.628000,
1900-09,-0.452000,
1900-10,-0.570033,
1900-11,-0.692000,
1900-12,-0.499000,
1901-01,-0.380000,
1901-02,-0.438000,
1901-03,-0.623000,
1901-04,-0.606489,
1901-05,-0.590511,
1901-06,-0.574000,
1901-07,-0.506000,
1901-08,-0.503000,
1901-09,-0.660000,
1901-10,-0.593000,
1901-11,-0.840000,
1901-12,-0.644000,
1902-01,-0.556000,
1902-02,-0.610000,
1902-03,-0.360000,
1902-04,-0.598000,
1902-05,-0.524000,
1902-06,-0.496000,
1902-07,-0.415000,
1902-08,-0.670000,
1902-09,-0.479000,
1902-10,-0.580000,
1902-11,-0.649000,
1902-12,-0.514000,
1903-01,-0.510000,
1903-02,-0.548000,
1903-03,-0.475000,
1903-04,-0.504000,
1903-05,-0.470000,
1903-06,-0.443000,
1903-07,-0.393000,
1903-08,-0.643000,
1903-09,-0.391000,
1903-10,-0.480016,
1903-11,-0.572000,
1903-12,-0.494000,
1904-01,-0.493000,
1904-02,-0.539000,
1904-03,-0.490000,
1904-04,-0.502000,
1904-05,-0.515000,
1904-06,-0.418000,
1904-07,-0.481000,
1904-08,-0.589000,
1904-09,-0.479000,
1904-10,-0.533000,
1904-11,-0.485000,
1904-12,-0.480000,
1905-01,-0.501500,
1905-02,-0.523000,
1905-03,-0.400000,
1905-04,-0.403000,
1905-05,-0.459000,
1905-06,-0.466000,
1905-07,-0.400000,
1905-08,-0.454924,
1905-09,-0.509848,
1905-10,-0.563000,
1905-11,-0.556000,
1905-12,-0.432000,
1906-01,-0.428000,
1906-02,-0.403000,
1906-03,-0.345000,
1906-04,-0.440000,
1906-05,-0.393000,
1906-06,-0.489000,
1906-07,-0.505721,
1906-08,-0.523000,
1906-09,-0.523000,
1906-10,-0.489000,
1906-11,-0.594000,
1906-12,-0.342000,
1907-01,-0.564000,
1907-02,-0.555000,
1907-03,-0.466254,
1907-04,-0.368000,
1907-05,-0.390000,
1907-06,-0.404000,
1907-07,-0.479000,
1907-08,-0.574000,
1907-09,-0.514000,
1907-10,-0.580000,
1907-11,-0.440000,
1907-12,-0.511000,
1908-01,-0.539000,
1908-02,-0.473000,
1908-03,-0.395000,
1908-04,-0.465000,
1908-05,-0.444836,
1908-06,-0.424000,
1908-07,-0.448000,
1908-08,-0.532000,
1908-09,-0.550000,
1908-10,-0.500000,
1908-11,-0.623000,
1908-12,-0.601000,
1909-01,-0.520000,
1909-02,-0.454000,
1909-03,-0.421281,
1909-04,-0.385056,
1909-05,-0.350000,
1909-06,-0.446000,
1909-07,-0.459000,
1909-08,-0.562000,
1909-09,-0.544721,
1909-10,-0.528000,
1909-11,-0.471000,
1909-12,-0.544000,
1910-01,-0.410000,
1910-02,-0.304000,
1910-03,-0.335322,
1910-04,-0.370000,
1910-05,-0.350000,
1910-06,-0.455000,
1910-07,-0.429000,
1910-08,-0.454500,
1910-09,-0.480000,
1910-10,-0.556000,
1910-11,-0.485000,
1910-12,-0.428000,
1911-01,-0.325000,
1911-02,-0.339000,
1911-03,-0.224000,
1911-04,-0.450000,
1911-05,-0.325000,
1911-06,-0.400000,
1911-07,-0.261000,
1911-08,-0.525000,
1911-09,-0.545000,
1911-10,-0.532000,
1911-11,-0.646000,
1911-12,-0.499000,
1912-01,-0.492000,
1912-02,-0.393000,
1912-03,-0.359000,
1912-04,-0.228000,
1912-05,-0.308000,
1912-06,-0.448000,
1912-07,-0.498000,
1912-08,-0.411000,
1912-09,-0.573000,
1912-10,-0.330000,
1912-11,-0.371000,
1912-12,-0.484000,
1913-01,-0.558000,
1913-02,-0.286000,
1913-03,-0.385000,
1913-04,-0.269000,
1913-05,-0.501000,
1913-06,-0.439000,
1913-07,-0.415000,
1913-08,-0.436000,
1913-09,-0.493000,
1913-10,-0.516115,
1913-11,-0.540000,
1913-12,-0.471148,
1914-01,-0.400000,
1914-02,-0.343000,
1914-03,-0.308000,
1914-04,-0.398459,
1914-05,-0.486000,
1914-06,-0.278000,
1914-07,-0.378000,
1914-08,-0.489000,
1914-09,-0.322000,
1914-10,-0.443000,
1914-11,-0.350000,
1914-12,-0.420000,
1915-01,-0.235000,
1915-02,-0.233000,
1915-03,-0.374000,
1915-04,-0.269000,
1915-05,-0.301000,
1915-06,-0.261000,
1915-07,-0.471000,
1915-08,-0.363000,
1915-09,-0.351000,
1915-10,-0.582000,
1915-11,-0.529000,
1915-12,-0.578000,
1916-01,-0.411000,
1916-02,-0.306000,
1916-03,-0.224000,
1916-04,-0.330000,
1916-05,-0.212000,
1916-06,-0.470000,
1916-07,-0.520000,
1916-08,-0.412000,
1916-09,-0.423180,
1916-10,-0.434000,
1916-11,-0.589000,
1916-12,-0.412000,
1917-01,-0.483000,
1917-02,-0.299000,
1917-03,-0.304000,
1917-04,-0.339066,
1917-05,-0.373000,
1917-06,-0.375541,
1917-07,-0.378000,
1917-08,-0.436000,
1917-09,-0.494000,
1917-10,-0.474820,
1917-11,-0.455000,
1917-12,-0.460000,
1918-01,-0.429000,
1918-02,-0.398000,
1918-03,-0.370000,
1918-04,-0.411000,
1918-05,-0.164000,
1918-06,-0.336000,
1918-07,-0.419000,
1918-08,-0.370000,
1918-09,-0.413000,
1918-10,-0.428000,
1918-11,-0.353000,
1918-12,-0.323000,
1919-01,-0.400000,
1919-02,-0.378000,
1919-03,-0.334000,
1919-04,-0.383803,
1919-05,-0.432000,
1919-06,-0.219000,
1919-07,-0.221000,
1919-08,-0.396000,
1919-09,-0.385328,
1919-10,-0.375000,
1919-11,-0.146000,
1919-12,-0.283000,
1920-01,-0.360000,
1920-02,-0.398000,
1920-03,-0.430000,
1920-04,-0.278000,
1920-05,-0.361000,
1920-06,-0.431000,
1920-07,-0.393000,
1920-08,-0.452000,
1920-09,-0.248000,
1920-10,-0.313902,
1920-11,-0.382000,
1920-12,-0.381348,
1921-01,-0.380674,
1921-02,-0.380000,
1921-03,-0.170000,
1921-04,-0.241000,
1921-05,-0.373000,
1921-06,-0.322000,
1921-07,-0.401000,
1921-08,-0.350000,
1921-09,-0.299000,
1921-10,-0.389492,
1921-11,-0.483000,
1921-12,-0.310000,
1922-01,-0.378000,
1922-02,-0.339000,
1922-03,-0.328000,
1922-04,-0.342000,
1922-05,-0.275000,
1922-06,-0.363000,
1922-07,-0.299000,
1922-08,-0.349000,
1922-09,-0.381000,
1922-10,-0.441000,
1922-11,-0.410000,
1922-12,-0.281000,
1923-01,-0.275000,
1923-02,-0.368000,
1923-03,-0.263000,
1923-04,-0.203000,
1923-05,-0.402000,
1923-06,-0.243000,
1923-07,-0.363000,
1923-08,-0.289000,
1923-09,-0.413000,
1923-10,-0.445951,
1923-11,-0.480000,
1923-12,-0.330000,
1924-01,-0.284000,
1924-02,-0.245250,
1924-03,-0.209000,
1924-04,-0.385000,
1924-05,-0.263000,
1924-06,-0.373000,
1924-07,-0.352000,
1924-08,-0.320000,
1924-09,-0.410000,
1924-10,-0.378000,
1924-11,-0.259000,
1924-12,-0.370000,
1925-01,-0.228000,
1925-02,-0.218542,
1925-03,-0.210000,
1925-04,-0.130000,
1925-05,-0.445000,
1925-06,-0.329000,
1925-07,-0.243000,
1925-08,-0.330000,
1925-09,-0.301000,
1925-10,-0.385000,
1925-11,-0.322000,
1925-12,-0.322000,
1926-01,-0.191000,
1926-02,-0.238000,
1926-03,-0.212000,
1926-04,-0.264000,
1926-05,-0.276000,
1926-06,-0.289000,
1926-07,-0.250000,
1926-08,-0.340000,
1926-09,-0.300000,
1926-10,-0.160000,
1926-11,-0.190244,
1926-12,-0.219512,
1927-01,-0.249756,
1927-02,-0.280000,
1927-03,-0.391000,
1927-04,-0.302000,
1927-05,-0.291451,
1927-06,-0.280549,
1927-07,-0.270000,
1927-08,-0.158000,
1927-09,-0.284000,
1927-10,-0.263344,
1927-11,-0.242000,
1927-12,-0.242984,
1928-01,-0.244000,
1928-02,-0.175000,
1928-03,-0.336000,
1928-04,-0.261295,
1928-05,-0.189000,
1928-06,-0.270000,
1928-07,-0.210000,
1928-08,-0.100000,
1928-09,-0.285000,
1928-10,-0.285000,
1928-11,-0.334000,
1928-12,-0.346000,
1929-01,-0.186000,
1929-02,-0.295000,
1929-03,-0.202000,
1929-04,-0.238000,
1929-05,-0.170000,
1929-06,-0.196000,
1929-07,-0.164000,
1929-08,-0.312000,
1929-09,-0.343000,
1929-10,-0.373000,
1929-11,-0.323000,
1929-12,-0.238000,
1930-01,-0.264000,
1930-02,-0.290000,
1930-03,-0.130000,
1930-04,-0.146262,
1930-05,-0.162000,
1930-06,-0.062000,
1930-07,-0.299000,
1930-08,-0.360000,
1930-09,-0.421000,
1930-10,-0.324115,
1930-11,-0.224000,
1930-12,-0.262000,
1931-01,-0.209000,
1931-02,-0.296000,
1931-03,0.009000,
1931-04,-0.169000,
1931-05,-0.176000,
1931-06,-0.144000,
1931-07,-0.188000,
1931-08,-0.232000,
1931-09,-0.234033,
1931-10,-0.236000,
1931-11,-0.115000,
1931-12,-0.139000,
1932-01,-0.094000,
1932-02,-0.236000,
1932-03,-0.255000,
1932-04,-0.178000,
1932-05,-0.170000,
1932-06,-0.104000,
1932-07,-0.351000,
1932-08,-0.118000,
1932-09,-0.270000,
1932-10,-0.300000,
1932-11,-0.340000,
1932-12,-0.369000,
1933-01,-0.145000,
1933-02,-0.179000,
1933-03,-0.269000,
1933-04,-0.261000,
1933-05,-0.191000,
1933-06,-0.048000,
1933-07,-0.226000,
1933-08,-0.350000,
1933-09,-0.266000,
1933-10,-0.274000,
1933-11,-0.461000,
1933-12,-0.230000,
1934-01,-0.218000,
1934-02,-0.118000,
1934-03,-0.010000,
1934-04,-0.060000,
1934-05,-0.175000,
1934-06,-0.259000,
1934-07,0.011000,
1934-08,-0.214000,
1934-09,-0.235000,
1934-10,-0.244000,
1934-11,-0.219000,
1934-12,-0.226869,
1935-01,-0.235000,
1935-02,-0.210000,
1935-03,-0.150000,
1935-04,-0.180000,
1935-05,-0.200000,
1935-06,-0.152000,
1935-07,-0.205000,
1935-08,-0.088000,
1935-09,-0.438000,
1935-10,-0.144000,
1935-11,-0.124000,
1935-12,-0.371000,
1936-01,-0.277000,
1936-02,-0.183000,
1936-03,-0.185900,
1936-04,-0.189000,
1936-05,-0.221000,
1936-06,-0.009000,
1936-07,-0.099000,
1936-08,-0.096000,
1936-09,-0.158000,
1936-10,-0.311000,
1936-11,-0.256000,
1936-12,-0.155000,
1937-01,-0.266000,
1937-02,-0.086000,
1937-03,-0.143000,
1937-04,-0.146000,
1937-05,-0.065000,
1937-06,-0.129541,
1937-07,-0.192000,
1937-08,-0.095000,
1937-09,-0.291000,
1937-10,-0.224607,
1937-11,-0.156000,
1937-12,-0.209000,
1938-01,-0.220500,
1938-02,-0.232000,
1938-03,-0.039000,
1938-04,-0.120000,
1938-05,-0.153000,
1938-06,-0.045000,
1938-07,-0.209000,
1938-08,-0.290000,
1938-09,-0.219869,
1938-10,-0.152000,
1938-11,-0.295000,
1938-12,-0.033000,
1939-01,-0.314000,
1939-02,0.014000,
1939-03,-0.086000,
1939-04,-0.103000,
1939-05,-0.144000,
1939-06,-0.086000,
1939-07,-0.145000,
1939-08,-0.078000,
1939-09,-0.175000,
1939-10,-0.178000,
1939-11,-0.211000,
1939-12,-0.170000,
1940-01,-0.112000,
1940-02,-0.248000,
1940-03,-0.200000,
1940-04,-0.025000,
1940-05,-0.080000,
1940-06,-0.122000,
1940-07,-0.130000,
1940-08,-0.128000,
1940-09,-0.216000,
1940-10,-0.241000,
1940-11,-0.156000,
1940-12,-0.231000,
1941-01,-0.094000,
1941-02,-0.240000,
1941-03,0.001000,
1941-04,-0.029492,
1941-05,-0.059000,
1941-06,-0.019000,
1941-07,0.012000,
1941-08,-0.064000,
1941-09,-0.310000,
1941-10,-0.271000,
1941-11,-0.211000,
1941-12,-0.140000,
1942-01,-0.075000,
1942-02,-0.148000,
1942-03,-0.056000,
1942-04,-0.124000,
1942-05,-0.118000,
1942-06,-0.199000,
1942-07,-0.185000,
1942-08,-0.243000,
1942-09,-0.230000,
1942-10,-0.074000,
1942-11,-0.230000,
1942-12,0.079000,
1943-01,-0.066000,
1943-02,-0.065000,
1943-03,-0.129000,
1943-04,-0.116803,
1943-05,-0.105000,
1943-06,-0.066000,
1943-07,-0.098459,
1943-08,-0.132000,
1943-09,-0.050000,
1943-10,-0.204000,
1943-11,-0.143000,
1943-12,0.021000,
1944-01,-0.145000,
1944-02,0.076000,
1944-03,0.007000,
1944-04,-0.090000,
1944-05,-0.039836,
1944-06,0.012000,
1944-07,-0.040000,
1944-08,-0.114500,
1944-09,-0.189000,
1944-10,-0.160000,
1944-11,-0.109689,
1944-12,-0.061000,
1945-01,-0.070000,
1945-02,-0.037949,
1945-03,-0.009000,
1945-04,0.017000,
1945-05,0.007000,
1945-06,0.031000,
1945-07,-0.013000,
1945-08,-0.070000,
1945-09,-0.126000,
1945-10,-0.260000,
1945-11,-0.085000,
1945-12,-0.083000,
1946-01,-0.116500,
1946-02,-0.150000,
1946-03,-0.115000,
1946-04,0.060000,
1946-05,-0.030000,
1946-06,0.010000,
1946-07,-0.066000,
1946-08,-0.090000,
1946-09,-0.035000,
1946-10,-0.160000,
1946-11,-0.101000,
1946-12,-0.126000,
1947-01,-0.098000,
1947-02,-0.062000,
1947-03,-0.001000,
1947-04,-0.049000,
1947-05,0.084000,
1947-06,-0.106000,
1947-07,-0.073000,
1947-08,-0.078728,
1947-09,-0.084457,
1947-10,-0.090000,
1947-11,-0.144885,
1947-12,-0.198000,
1948-01,-0.032000,
1948-02,0.044000,
1948-03,-0.001000,
1948-04,0.085000,
1948-05,-0.048000,
1948-06,0.089000,
1948-07,0.136000,
1948-08,-0.101000,
1948-09,-0.125000,
1948-10,0.021000,
1948-11,0.039000,
1948-12,-0.110000,
1949-01,-0.076000,
1949-02,-0.039000,
1949-03,-0.105000,
1949-04,-0.063000,
1949-05,-0.076000,
1949-06,-0.075000,
1949-07,-0.040000,
1949-08,-0.043000,
1949-09,0.045000,
1949-10,-0.164000,
1949-11,0.002000,
1949-12,-0.075000,
1950-01,-0.036000,
1950-02,0.048000,
1950-03,-0.080000,
1950-04,0.051000,
1950-05,0.044115,
1950-06,0.037000,
1950-07,-0.004000,
1950-08,0.146000,
1950-09,-0.119000,
1950-10,-0.120000,
1950-11,-0.116000,
1950-12,-0.094361,
1951-01,-0.072000,
1951-02,0.099000,
1951-03,0.137000,
1951-04,0.046541,
1951-05,-0.041000,
1951-06,-0.050656,
1951-07,-0.060000,
1951-08,-0.051000,
1951-09,-0.042000,
1951-10,-0.185000,
1951-11,0.068000,
1951-12,0.107000,
1952-01,0.089967,
1952-02,0.072934,
1952-03,0.057000,
1952-04,0.072754,
1952-05,0.088000,
1952-06,0.179000,
1952-07,-0.020000,
1952-08,-0.094000,
1952-09,-0.158000,
1952-10,-0.112000,
1952-11,-0.048000,
1952-12,0.117000,
1953-01,-0.042000,
1953-02,0.040000,
1953-03,0.040000,
1953-04,0.147000,
1953-05,0.248000,
1953-06,-0.014000,
1953-07,-0.034000,
1953-08,0.064000,
1953-09,0.018000,
1953-10,0.105000,
1953-11,0.012000,
1953-12,-0.045000,
1954-01,0.057000,
1954-02,0.125000,
1954-03,0.121000,
1954-04,0.100000,
1954-05,0.142000,
1954-06,0.130000,
1954-07,0.126000,
1954-08,0.040000,
1954-09,-0.040000,
1954-10,-0.020000,
1954-11,0.072000,
1954-12,-0.071000,
1955-01,0.050000,
1955-02,0.015000,
1955-03,0.068000,
1955-04,0.175000,
1955-05,0.080000,
1955-06,0.054000,
1955-07,-0.083000,
1955-08,0.061000,
1955-09,0.036000,
1955-10,0.151000,
1955-11,-0.039000,
1955-12,0.020000,
1956-01,0.051000,
1956-02,0.180000,
1956-03,0.144233,
1956-04,0.106000,
1956-05,0.126000,
1956-06,0.075000,
1956-07,0.001000,
1956-08,0.041000,
1956-09,0.081000,
1956-10,-0.093000,
1956-11,0.007000,
1956-12,-0.040000,
1957-01,0.137000,
1957-02,-0.054000,
1957-03,0.042000,
1957-04,0.124000,
1957-05,0.214000,
1957-06,0.066000,
1957-07,0.002000,
1957-08,0.170000,
1957-09,-0.111000,
1957-10,-0.180000,
1957-11,0.042000,
1957-12,-0.014000,
1958-01,-0.030000,
1958-02,0.135000,
1958-03,0.117000,
1958-04,0.059000,
1958-05,0.104246,
1958-06,0.151000,
1958-07,0.109000,
1958-08,0.025000,
1958-09,0.160000,
1958-10,-0.076000,
1958-11,-0.047033,
1958-12,-0.019000,
1959-01,0.059000,
1959-02,0.108000,
1959-03,0.088000,
1959-04,0.140000,
1959-05,0.009000,
1959-06,0.207000,
1959-07,0.061000,
1959-08,0.130000,
1959-09,0.054000,
1959-10,0.057000,
1959-11,0.074000,
1959-12,0.080000,
1960-01,0.124000,
1960-02,0.205000,
1960-03,0.134000,
1960-04,0.182000,
1960-05,0.110000,
1960-06,0.218000,
1960-07,0.024000,
1960-08,0.027000,
1960-09,0.030000,
1960-10,-0.084000,
1960-11,0.049000,
1960-12,0.000000,
1961-01,0.151000,
1961-02,0.057000,
1961-03,0.090000,
1961-04,-0.015000,
1961-05,0.094000,
1961-06,-0.081000,
1961-07,0.020311,
1961-08,0.125000,
1961-09,0.110000,
1961-10,0.075000,
1961-11,-0.028000,
1961-12,0.064000,
1962-01,0.094000,
1962-02,0.180695,
1962-03,0.259000,
1962-04,0.217000,
1962-05,0.120000,
1962-06,0.126000,
1962-07,0.116000,
1962-08,-0.088000,
1962-09,0.038000,
1962-10,-0.003000,
1962-11,0.026984,
1962-12,0.056000,
1963-01,0.248000,
1963-02,0.182000,
1963-03,0.104000,
1963-04,0.200000,
1963-05,0.260000,
1963-06,0.208000,
1963-07,0.115000,
1963-08,0.034000,
1963-09,0.124000,
1963-10,0.094000,
1963-11,0.142000,
1963-12,0.140000,
1964-01,0.199000,
1964-02,0.098000,
1964-03,0.265000,
1964-04,0.180000,
1964-05,0.328000,
1964-06,0.089000,
1964-07,0.259000,
1964-08,0.112000,
1964-09,0.027000,
1964-10,0.034000,
1964-11,0.055000,
1964-12,0.134000,
1965-01,0.167000,
1965-02,0.105000,
1965-03,0.169000,
1965-04,0.350000,
1965-05,0.311000,
1965-06,0.190000,
1965-07,0.134000,
1965-08,0.116000,
1965-09,0.138000,
1965-10,0.002000,
1965-11,0.070000,
1965-12,-0.023000,
1966-01,0.168000,
1966-02,0.218633,
1966-03,0.264367,
1966-04,0.315000,
1966-05,0.085000,
1966-06,0.048000,
1966-07,0.159000,
1966-08,0.201000,
1966-09,0.234000,
1966-10,0.057000,
1966-11,0.188000,
1966-12,0.118000,
1967-01,0.179000,
1967-02,0.240000,
1967-03,0.244000,
1967-04,0.070000,
1967-05,0.311000,
1967-06,0.286000,
1967-07,0.102000,
1967-08,0.159000,
1967-09,0.150000,
1967-10,0.125000,
1967-11,0.068000,
1967-12,0.077000,
1968-01,0.155000,
1968-02,0.277000,
1968-03,0.246000,
1968-04,0.180000,
1968-05,0.266000,
1968-06,-0.042000,
1968-07,-0.021836,
1968-08,-0.001000,
1968-09,0.092000,
1968-10,0.025000,
1968-11,0.019000,
1968-12,0.234000,
1969-01,0.130000,
1969-02,0.221000,
1969-03,0.209000,
1969-04,0.258000,
1969-05,0.220000,
1969-06,0.094000,
1969-07,0.252000,
1969-08,0.109000,
1969-09,0.007000,
1969-10,0.091000,
1969-11,0.250000,
1969-12,0.220000,
1970-01,0.150000,
1970-02,0.176000,
1970-03,0.198000,
1970-04,0.398000,
1970-05,0.257000,
1970-06,0.240000,
1970-07,0.268000,
1970-08,0.181000,
1970-09,0.124000,
1970-10,0.120000,
1970-11,0.141000,
1970-12,0.160000,
1971-01,0.251000,
1971-02,0.220000,
1971-03,0.297000,
1971-04,0.240000,
1971-05,0.247000,
1971-06,0.232511,
1971-07,0.218489,
1971-08,0.204000,
1971-09,0.239000,
1971-10,-0.078000,
1971-11,0.328000,
1971-12,0.170000,
1972-01,0.296000,
1972-02,0.150000,
1972-03,0.302000,
1972-04,0.176000,
1972-05,0.205000,
1972-06,0.391000,
1972-07,0.199000,
1972-08,0.208000,
1972-09,0.240000,
1972-10,0.208000,
1972-11,0.188000,
1972-12,0.224000,
1973-01,0.232000,
1973-02,0.240000,
1973-03,0.280000,
1973-04,0.359000,
1973-05,0.358000,
1973-06,0.348000,
1973-07,0.280000,
1973-08,0.114000,
1973-09,0.319000,
1973-10,0.091000,
1973-11,0.214000,
1973-12,0.149000,
1974-01,0.231000,
1974-02,0.289000,
1974-03,0.303712,
1974-04,0.320000,
1974-05,0.410000,
1974-06,0.315475,
1974-07,0.224000,
1974-08,0.297000,
1974-09,0.196377,
1974-10,0.099000,
1974-11,0.190984,
1974-12,0.280000,
1975-01,0.227000,
1975-02,0.387000,
1975-03,0.284000,
1975-04,0.314000,
1975-05,0.285000,
1975-06,0.280000,
1975-07,0.200820,
1975-08,0.119000,
1975-09,0.344000,
1975-10,0.243672,
1975-11,0.140000,
1975-12,0.067000,
1976-01,0.214000,
1976-02,0.185000,
1976-03,0.442000,
1976-04,0.399000,
1976-05,0.258000,
1976-06,0.476000,
1976-07,0.351000,
1976-08,0.222000,
1976-09,0.031000,
1976-10,0.409000,
1976-11,0.120000,
1976-12,0.122000,
1977-01,0.361000,
1977-02,0.501000,
1977-03,0.436000,
1977-04,0.378000,
1977-05,0.375000,
1977-06,0.379000,
1977-07,0.347000,
1977-08,0.285000,
1977-09,0.254000,
1977-10,0.235000,
1977-11,0.188000,
1977-12,0.245000,
1978-01,0.278500,
1978-02,0.312000,
1978-03,0.261000,
1978-04,0.259000,
1978-05,0.357000,
1978-06,0.436000,
1978-07,0.375000,
1978-08,0.152000,
1978-09,0.242459,
1978-10,0.330000,
1978-11,0.184000,
1978-12,0.264000,
1979-01,0.350000,
1979-02,0.257000,
1979-03,0.360000,
1979-04,0.255000,
